2023-06-01 20:32:02,185 Namespace(cfg='experiments/toronto/face_alignment_toronto_hrnet_w18.yaml', model_file='HR18-300W.pth')
2023-06-01 20:32:02,185 {'AUTO_RESUME': False,
 'CUDNN': CfgNode({'BENCHMARK': True, 'DETERMINISTIC': False, 'ENABLED': True}),
 'DATASET': {'DATASET': 'TORONTO',
2023-06-01 20:42:51,302 Epoch: [4][50/146]	Time 0.693s (0.946s)	Speed 23.1 samples/s	Data 0.251s (0.489s)	Loss 0.00025 (0.00027)	
2023-06-01 20:43:36,569 Epoch: [4][100/146]	Time 0.844s (0.926s)	Speed 19.0 samples/s	Data 0.396s (0.469s)	Loss 0.00027 (0.00027)	
2023-06-01 20:44:20,490 Train Epoch 4 time:0.9409 loss:0.0003 nme:0.1060
2023-06-01 20:44:32,521 Test Epoch 4 time:0.1660 loss:0.0003 nme:0.0337 [008]:0.0000 [010]:0.0000
2023-06-01 20:44:32,524 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:44:34,824 Epoch: [5][0/146]	Time 1.926s (1.926s)	Speed 8.3 samples/s	Data 1.454s (1.454s)	Loss 0.00028 (0.00028)	
2023-06-01 20:45:22,638 Epoch: [5][50/146]	Time 0.849s (0.975s)	Speed 18.8 samples/s	Data 0.407s (0.515s)	Loss 0.00026 (0.00026)	
2023-06-01 20:46:11,221 Epoch: [5][100/146]	Time 0.762s (0.973s)	Speed 21.0 samples/s	Data 0.319s (0.505s)	Loss 0.00028 (0.00026)	
2023-06-01 20:46:49,175 Train Epoch 5 time:0.9329 loss:0.0003 nme:0.1037
2023-06-01 20:47:01,053 Test Epoch 5 time:0.1639 loss:0.0003 nme:0.0331 [008]:0.0000 [010]:0.0000
2023-06-01 20:47:01,057 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:47:02,837 Epoch: [6][0/146]	Time 1.408s (1.408s)	Speed 11.4 samples/s	Data 0.936s (0.936s)	Loss 0.00023 (0.00023)	
2023-06-01 20:47:50,119 Epoch: [6][50/146]	Time 0.991s (0.955s)	Speed 16.1 samples/s	Data 0.541s (0.488s)	Loss 0.00023 (0.00025)	
2023-06-01 20:48:34,847 Epoch: [6][100/146]	Time 0.993s (0.925s)	Speed 16.1 samples/s	Data 0.545s (0.463s)	Loss 0.00027 (0.00026)	
2023-06-01 20:49:15,765 Train Epoch 6 time:0.9196 loss:0.0003 nme:0.1030
2023-06-01 20:49:27,511 Test Epoch 6 time:0.1621 loss:0.0003 nme:0.0335 [008]:0.0000 [010]:0.0000
2023-06-01 20:49:27,514 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:49:29,607 Epoch: [7][0/146]	Time 1.724s (1.724s)	Speed 9.3 samples/s	Data 1.255s (1.255s)	Loss 0.00024 (0.00024)	
2023-06-01 20:50:15,139 Epoch: [7][50/146]	Time 0.740s (0.927s)	Speed 21.6 samples/s	Data 0.289s (0.465s)	Loss 0.00025 (0.00025)	
2023-06-01 20:51:01,881 Epoch: [7][100/146]	Time 0.580s (0.931s)	Speed 27.6 samples/s	Data 0.128s (0.466s)	Loss 0.00024 (0.00025)	
2023-06-01 20:51:42,637 Train Epoch 7 time:0.9225 loss:0.0002 nme:0.1074
2023-06-01 20:51:55,903 Test Epoch 7 time:0.1832 loss:0.0003 nme:0.0321 [008]:0.0000 [010]:0.0000
2023-06-01 20:51:55,906 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:51:58,168 Epoch: [8][0/146]	Time 1.473s (1.473s)	Speed 10.9 samples/s	Data 1.001s (1.001s)	Loss 0.00025 (0.00025)	
2023-06-01 20:52:43,757 Epoch: [8][50/146]	Time 0.644s (0.923s)	Speed 24.9 samples/s	Data 0.201s (0.459s)	Loss 0.00025 (0.00025)	
2023-06-01 20:53:29,218 Epoch: [8][100/146]	Time 1.049s (0.916s)	Speed 15.3 samples/s	Data 0.600s (0.458s)	Loss 0.00025 (0.00024)	
2023-06-01 20:54:10,584 Train Epoch 8 time:0.9166 loss:0.0002 nme:0.1022
2023-06-01 20:54:22,550 Test Epoch 8 time:0.1649 loss:0.0003 nme:0.0324 [008]:0.0000 [010]:0.0000
2023-06-01 20:54:22,554 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:54:24,709 Epoch: [9][0/146]	Time 1.742s (1.742s)	Speed 9.2 samples/s	Data 1.266s (1.266s)	Loss 0.00021 (0.00021)	
2023-06-01 20:55:12,472 Epoch: [9][50/146]	Time 0.833s (0.971s)	Speed 19.2 samples/s	Data 0.385s (0.510s)	Loss 0.00024 (0.00025)	
2023-06-01 20:55:57,691 Epoch: [9][100/146]	Time 1.140s (0.938s)	Speed 14.0 samples/s	Data 0.526s (0.480s)	Loss 0.00024 (0.00024)	
2023-06-01 20:56:39,160 Train Epoch 9 time:0.9324 loss:0.0002 nme:0.1073
2023-06-01 20:56:51,748 Test Epoch 9 time:0.1737 loss:0.0004 nme:0.0423 [008]:0.0174 [010]:0.0000
2023-06-01 20:56:51,749 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:56:53,782 Epoch: [10][0/146]	Time 1.662s (1.662s)	Speed 9.6 samples/s	Data 1.185s (1.185s)	Loss 0.00022 (0.00022)	
2023-06-01 20:57:40,423 Epoch: [10][50/146]	Time 0.511s (0.947s)	Speed 31.3 samples/s	Data 0.067s (0.489s)	Loss 0.00024 (0.00023)	
2023-06-01 20:58:27,120 Epoch: [10][100/146]	Time 0.841s (0.941s)	Speed 19.0 samples/s	Data 0.397s (0.477s)	Loss 0.00021 (0.00023)	
2023-06-01 20:59:05,437 Train Epoch 10 time:0.9126 loss:0.0002 nme:0.1070
2023-06-01 20:59:17,805 Test Epoch 10 time:0.1702 loss:0.0004 nme:0.0415 [008]:0.0435 [010]:0.0017
2023-06-01 20:59:17,810 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 20:59:19,868 Epoch: [11][0/146]	Time 1.666s (1.666s)	Speed 9.6 samples/s	Data 1.195s (1.195s)	Loss 0.00024 (0.00024)	
2023-06-01 21:00:03,697 Epoch: [11][50/146]	Time 0.847s (0.892s)	Speed 18.9 samples/s	Data 0.403s (0.441s)	Loss 0.00022 (0.00023)	
2023-06-01 21:00:48,270 Epoch: [11][100/146]	Time 1.041s (0.892s)	Speed 15.4 samples/s	Data 0.596s (0.435s)	Loss 0.00025 (0.00023)	
2023-06-01 21:01:30,460 Train Epoch 11 time:0.9054 loss:0.0002 nme:0.1027
2023-06-01 21:01:42,349 Test Epoch 11 time:0.1641 loss:0.0003 nme:0.0339 [008]:0.0000 [010]:0.0000
2023-06-01 21:01:42,353 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:01:44,975 Epoch: [12][0/146]	Time 2.256s (2.256s)	Speed 7.1 samples/s	Data 1.584s (1.584s)	Loss 0.00025 (0.00025)	
2023-06-01 21:02:33,043 Epoch: [12][50/146]	Time 1.054s (0.987s)	Speed 15.2 samples/s	Data 0.612s (0.522s)	Loss 0.00021 (0.00023)	
2023-06-01 21:03:18,252 Epoch: [12][100/146]	Time 0.790s (0.946s)	Speed 20.3 samples/s	Data 0.340s (0.481s)	Loss 0.00022 (0.00023)	
2023-06-01 21:03:59,353 Train Epoch 12 time:0.9354 loss:0.0002 nme:0.1069
2023-06-01 21:04:11,398 Test Epoch 12 time:0.1662 loss:0.0003 nme:0.0338 [008]:0.0000 [010]:0.0000
2023-06-01 21:04:11,402 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:04:13,970 Epoch: [13][0/146]	Time 2.156s (2.156s)	Speed 7.4 samples/s	Data 1.436s (1.436s)	Loss 0.00021 (0.00021)	
2023-06-01 21:04:59,035 Epoch: [13][50/146]	Time 0.898s (0.926s)	Speed 17.8 samples/s	Data 0.342s (0.460s)	Loss 0.00024 (0.00023)	
2023-06-01 21:05:45,212 Epoch: [13][100/146]	Time 1.028s (0.925s)	Speed 15.6 samples/s	Data 0.575s (0.463s)	Loss 0.00023 (0.00023)	
2023-06-01 21:06:26,471 Train Epoch 13 time:0.9218 loss:0.0002 nme:0.1044
2023-06-01 21:06:39,012 Test Epoch 13 time:0.1728 loss:0.0003 nme:0.0328 [008]:0.0000 [010]:0.0000
2023-06-01 21:06:39,015 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:06:41,473 Epoch: [14][0/146]	Time 1.871s (1.871s)	Speed 8.6 samples/s	Data 1.399s (1.399s)	Loss 0.00024 (0.00024)	
2023-06-01 21:07:29,008 Epoch: [14][50/146]	Time 0.948s (0.969s)	Speed 16.9 samples/s	Data 0.493s (0.511s)	Loss 0.00020 (0.00022)	
2023-06-01 21:08:15,355 Epoch: [14][100/146]	Time 0.777s (0.948s)	Speed 20.6 samples/s	Data 0.332s (0.483s)	Loss 0.00022 (0.00022)	
2023-06-01 21:08:55,135 Train Epoch 14 time:0.9276 loss:0.0002 nme:0.1077
2023-06-01 21:09:07,643 Test Epoch 14 time:0.1724 loss:0.0003 nme:0.0320 [008]:0.0000 [010]:0.0000
2023-06-01 21:09:07,648 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:09:10,160 Epoch: [15][0/146]	Time 1.670s (1.670s)	Speed 9.6 samples/s	Data 1.203s (1.203s)	Loss 0.00021 (0.00021)	
2023-06-01 21:09:57,138 Epoch: [15][50/146]	Time 1.470s (0.954s)	Speed 10.9 samples/s	Data 1.028s (0.492s)	Loss 0.00030 (0.00022)	
2023-06-01 21:10:41,330 Epoch: [15][100/146]	Time 0.900s (0.919s)	Speed 17.8 samples/s	Data 0.430s (0.455s)	Loss 0.00024 (0.00022)	
2023-06-01 21:11:22,399 Train Epoch 15 time:0.9167 loss:0.0002 nme:0.1043
2023-06-01 21:11:34,996 Test Epoch 15 time:0.1739 loss:0.0003 nme:0.0325 [008]:0.0000 [010]:0.0000
2023-06-01 21:11:35,000 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:11:37,250 Epoch: [16][0/146]	Time 1.877s (1.877s)	Speed 8.5 samples/s	Data 1.407s (1.407s)	Loss 0.00024 (0.00024)	
2023-06-01 21:12:24,365 Epoch: [16][50/146]	Time 0.897s (0.961s)	Speed 17.8 samples/s	Data 0.453s (0.488s)	Loss 0.00022 (0.00021)	
2023-06-01 21:13:08,507 Epoch: [16][100/146]	Time 0.758s (0.922s)	Speed 21.1 samples/s	Data 0.317s (0.457s)	Loss 0.00020 (0.00022)	
2023-06-01 21:13:50,333 Train Epoch 16 time:0.9239 loss:0.0002 nme:0.1029
2023-06-01 21:14:02,250 Test Epoch 16 time:0.1645 loss:0.0004 nme:0.0432 [008]:0.0261 [010]:0.0000
2023-06-01 21:14:02,255 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:14:04,557 Epoch: [17][0/146]	Time 1.931s (1.931s)	Speed 8.3 samples/s	Data 1.308s (1.308s)	Loss 0.00022 (0.00022)	
2023-06-01 21:14:51,772 Epoch: [17][50/146]	Time 0.950s (0.964s)	Speed 16.8 samples/s	Data 0.504s (0.498s)	Loss 0.00019 (0.00022)	
2023-06-01 21:15:36,940 Epoch: [17][100/146]	Time 0.741s (0.934s)	Speed 21.6 samples/s	Data 0.253s (0.470s)	Loss 0.00020 (0.00022)	
2023-06-01 21:16:17,290 Train Epoch 17 time:0.9219 loss:0.0002 nme:0.1030
2023-06-01 21:16:29,245 Test Epoch 17 time:0.1650 loss:0.0003 nme:0.0319 [008]:0.0000 [010]:0.0000
2023-06-01 21:16:29,249 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:16:31,678 Epoch: [18][0/146]	Time 1.623s (1.623s)	Speed 9.9 samples/s	Data 1.152s (1.152s)	Loss 0.00020 (0.00020)	
2023-06-01 21:17:19,577 Epoch: [18][50/146]	Time 0.925s (0.971s)	Speed 17.3 samples/s	Data 0.479s (0.504s)	Loss 0.00022 (0.00021)	
2023-06-01 21:18:05,174 Epoch: [18][100/146]	Time 0.910s (0.942s)	Speed 17.6 samples/s	Data 0.467s (0.476s)	Loss 0.00020 (0.00021)	
2023-06-01 21:18:44,385 Train Epoch 18 time:0.9196 loss:0.0002 nme:0.1036
2023-06-01 21:18:56,697 Test Epoch 18 time:0.1700 loss:0.0003 nme:0.0327 [008]:0.0000 [010]:0.0000
2023-06-01 21:18:56,701 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:18:58,780 Epoch: [19][0/146]	Time 1.699s (1.699s)	Speed 9.4 samples/s	Data 1.229s (1.229s)	Loss 0.00022 (0.00022)	
2023-06-01 21:19:45,064 Epoch: [19][50/146]	Time 0.942s (0.941s)	Speed 17.0 samples/s	Data 0.500s (0.476s)	Loss 0.00019 (0.00021)	
2023-06-01 21:20:31,424 Epoch: [19][100/146]	Time 0.982s (0.934s)	Speed 16.3 samples/s	Data 0.539s (0.470s)	Loss 0.00021 (0.00021)	
2023-06-01 21:21:12,643 Train Epoch 19 time:0.9280 loss:0.0002 nme:0.1039
2023-06-01 21:21:24,528 Test Epoch 19 time:0.1640 loss:0.0004 nme:0.0412 [008]:0.0261 [010]:0.0000
2023-06-01 21:21:24,532 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:21:26,808 Epoch: [20][0/146]	Time 1.907s (1.907s)	Speed 8.4 samples/s	Data 1.435s (1.435s)	Loss 0.00024 (0.00024)	
2023-06-01 21:22:12,816 Epoch: [20][50/146]	Time 1.100s (0.939s)	Speed 14.5 samples/s	Data 0.551s (0.475s)	Loss 0.00018 (0.00020)	
2023-06-01 21:22:58,262 Epoch: [20][100/146]	Time 0.741s (0.924s)	Speed 21.6 samples/s	Data 0.300s (0.459s)	Loss 0.00020 (0.00020)	
2023-06-01 21:23:39,189 Train Epoch 20 time:0.9193 loss:0.0002 nme:0.1045
2023-06-01 21:23:51,084 Test Epoch 20 time:0.1642 loss:0.0003 nme:0.0323 [008]:0.0000 [010]:0.0000
2023-06-01 21:23:51,088 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:23:53,693 Epoch: [21][0/146]	Time 2.224s (2.224s)	Speed 7.2 samples/s	Data 1.649s (1.649s)	Loss 0.00021 (0.00021)	
2023-06-01 21:24:37,916 Epoch: [21][50/146]	Time 0.825s (0.911s)	Speed 19.4 samples/s	Data 0.380s (0.464s)	Loss 0.00021 (0.00020)	
2023-06-01 21:25:21,694 Epoch: [21][100/146]	Time 0.894s (0.893s)	Speed 17.9 samples/s	Data 0.447s (0.441s)	Loss 0.00019 (0.00020)	
2023-06-01 21:26:02,992 Train Epoch 21 time:0.9002 loss:0.0002 nme:0.1027
2023-06-01 21:26:15,062 Test Epoch 21 time:0.1665 loss:0.0003 nme:0.0336 [008]:0.0000 [010]:0.0000
2023-06-01 21:26:15,066 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:26:17,220 Epoch: [22][0/146]	Time 1.784s (1.784s)	Speed 9.0 samples/s	Data 1.304s (1.304s)	Loss 0.00020 (0.00020)	
2023-06-01 21:27:00,864 Epoch: [22][50/146]	Time 0.987s (0.891s)	Speed 16.2 samples/s	Data 0.544s (0.447s)	Loss 0.00024 (0.00020)	
2023-06-01 21:27:43,635 Epoch: [22][100/146]	Time 0.996s (0.873s)	Speed 16.1 samples/s	Data 0.560s (0.419s)	Loss 0.00020 (0.00020)	
2023-06-01 21:28:27,568 Train Epoch 22 time:0.9044 loss:0.0002 nme:0.1050
2023-06-01 21:28:39,419 Test Epoch 22 time:0.1633 loss:0.0003 nme:0.0361 [008]:0.0017 [010]:0.0000
2023-06-01 21:28:39,423 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:28:41,702 Epoch: [23][0/146]	Time 1.895s (1.895s)	Speed 8.4 samples/s	Data 1.420s (1.420s)	Loss 0.00021 (0.00021)	
2023-06-01 21:29:28,499 Epoch: [23][50/146]	Time 0.890s (0.955s)	Speed 18.0 samples/s	Data 0.443s (0.495s)	Loss 0.00020 (0.00020)	
2023-06-01 21:30:14,525 Epoch: [23][100/146]	Time 0.822s (0.938s)	Speed 19.5 samples/s	Data 0.362s (0.475s)	Loss 0.00021 (0.00020)	
2023-06-01 21:30:54,721 Train Epoch 23 time:0.9234 loss:0.0002 nme:0.1014
2023-06-01 21:31:08,272 Test Epoch 23 time:0.1861 loss:0.0003 nme:0.0323 [008]:0.0000 [010]:0.0000
2023-06-01 21:31:08,273 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:31:11,705 Epoch: [24][0/146]	Time 2.841s (2.841s)	Speed 5.6 samples/s	Data 2.369s (2.369s)	Loss 0.00022 (0.00022)	
2023-06-01 21:31:55,699 Epoch: [24][50/146]	Time 0.844s (0.918s)	Speed 18.9 samples/s	Data 0.403s (0.474s)	Loss 0.00019 (0.00020)	
2023-06-01 21:32:45,019 Epoch: [24][100/146]	Time 0.795s (0.952s)	Speed 20.1 samples/s	Data 0.349s (0.485s)	Loss 0.00019 (0.00020)	
2023-06-01 21:33:26,113 Train Epoch 24 time:0.9394 loss:0.0002 nme:0.1053
2023-06-01 21:33:39,017 Test Epoch 24 time:0.1770 loss:0.0004 nme:0.0445 [008]:0.0139 [010]:0.0000
2023-06-01 21:33:39,021 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:33:42,501 Epoch: [25][0/146]	Time 2.866s (2.866s)	Speed 5.6 samples/s	Data 2.379s (2.379s)	Loss 0.00021 (0.00021)	
2023-06-01 21:34:28,540 Epoch: [25][50/146]	Time 0.825s (0.959s)	Speed 19.4 samples/s	Data 0.380s (0.497s)	Loss 0.00021 (0.00020)	
2023-06-01 21:35:14,954 Epoch: [25][100/146]	Time 0.856s (0.944s)	Speed 18.7 samples/s	Data 0.412s (0.484s)	Loss 0.00021 (0.00020)	
2023-06-01 21:35:59,010 Train Epoch 25 time:0.9540 loss:0.0002 nme:0.1038
2023-06-01 21:36:10,920 Test Epoch 25 time:0.1641 loss:0.0003 nme:0.0318 [008]:0.0000 [010]:0.0000
2023-06-01 21:36:10,923 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:36:13,319 Epoch: [26][0/146]	Time 1.629s (1.629s)	Speed 9.8 samples/s	Data 1.156s (1.156s)	Loss 0.00019 (0.00019)	
2023-06-01 21:36:59,013 Epoch: [26][50/146]	Time 1.063s (0.928s)	Speed 15.0 samples/s	Data 0.619s (0.457s)	Loss 0.00019 (0.00020)	
2023-06-01 21:37:48,183 Epoch: [26][100/146]	Time 0.847s (0.955s)	Speed 18.9 samples/s	Data 0.403s (0.482s)	Loss 0.00021 (0.00020)	
2023-06-01 21:38:29,248 Train Epoch 26 time:0.9416 loss:0.0002 nme:0.1003
2023-06-01 21:38:43,644 Test Epoch 26 time:0.1986 loss:0.0003 nme:0.0329 [008]:0.0000 [010]:0.0000
2023-06-01 21:38:43,647 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:38:45,708 Epoch: [27][0/146]	Time 1.630s (1.630s)	Speed 9.8 samples/s	Data 1.152s (1.152s)	Loss 0.00018 (0.00018)	
2023-06-01 21:39:32,753 Epoch: [27][50/146]	Time 0.973s (0.954s)	Speed 16.4 samples/s	Data 0.532s (0.496s)	Loss 0.00021 (0.00020)	
2023-06-01 21:40:18,581 Epoch: [27][100/146]	Time 1.181s (0.936s)	Speed 13.6 samples/s	Data 0.736s (0.478s)	Loss 0.00020 (0.00020)	
2023-06-01 21:41:02,145 Train Epoch 27 time:0.9451 loss:0.0002 nme:0.1052
2023-06-01 21:41:14,096 Test Epoch 27 time:0.1645 loss:0.0003 nme:0.0328 [008]:0.0000 [010]:0.0000
2023-06-01 21:41:14,100 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
2023-06-01 21:41:16,402 Epoch: [28][0/146]	Time 1.929s (1.929s)	Speed 8.3 samples/s	Data 1.455s (1.455s)	Loss 0.00021 (0.00021)	
2023-06-01 21:42:01,932 Epoch: [28][50/146]	Time 0.881s (0.931s)	Speed 18.2 samples/s	Data 0.438s (0.469s)	Loss 0.00020 (0.00020)	
2023-06-01 21:42:47,700 Epoch: [28][100/146]	Time 1.015s (0.923s)	Speed 15.8 samples/s	Data 0.571s (0.461s)	Loss 0.00021 (0.00020)	
2023-06-01 21:43:28,249 Train Epoch 28 time:0.9157 loss:0.0002 nme:0.1020
2023-06-01 21:43:42,490 Test Epoch 28 time:0.1965 loss:0.0003 nme:0.0332 [008]:0.0000 [010]:0.0000
2023-06-01 21:43:42,494 => saving checkpoint to output/TORONTO/face_alignment_toronto_hrnet_w18/ProvaConPesi
